Size,Time
23.0,3.008274
23.0,3.037552
23.0,3.052635
23.0,3.011516
23.0,3.025155
23.0,2.998073
23.0,2.991879
23.0,3.092942
23.0,3.021537
23.0,3.057612
23.0,3.008914
23.0,3.020309
23.0,2.987769
23.0,3.030137
23.0,3.017815
23.0,3.049603
24.0,3.266486
24.0,3.294196
24.0,3.243277
24.0,3.261463
24.0,3.264186
24.0,3.201025
24.0,3.296472
24.0,3.268236
24.0,3.243206
24.0,3.290567
24.0,3.311904
24.0,3.265965
24.0,3.327297
24.0,3.325306
24.0,3.292721
24.0,3.326189
24.0,3.281975
24.0,3.264112
24.0,3.284261
24.0,3.30016
25.0,3.546568
25.0,3.596911
25.0,3.582355
25.0,3.600415
25.0,3.601715
25.0,3.613063
25.0,3.563655
25.0,3.527725
25.0,3.559863
25.0,3.569808
25.0,3.510479
25.0,3.502342
25.0,3.527737
25.0,3.543069
25.0,3.530099
25.0,3.552922
25.0,3.558557
25.0,3.534364
25.0,3.530569
25.0,3.536971
26.0,3.814276
26.0,3.798268
26.0,3.82788
26.0,3.827151
26.0,3.828589
26.0,3.81817
26.0,3.837141
26.0,3.812907
26.0,3.822543
26.0,3.722454
26.0,3.823216
26.0,3.840215
26.0,3.812311
26.0,3.83632
26.0,3.808325
26.0,3.78612
26.0,3.805292
26.0,3.719419
26.0,3.780716
26.0,3.804973
27.0,4.097045
27.0,4.094276
27.0,4.116577
27.0,4.041903
27.0,4.109417
27.0,4.105761
27.0,4.123325
27.0,4.191815
27.0,4.151016
27.0,4.132878
27.0,4.168686
27.0,4.124464
27.0,4.143228
27.0,4.152703
27.0,4.143998
27.0,4.116053
27.0,4.117281
27.0,4.103567
27.0,4.144455
27.0,4.147558
28.0,4.40909
28.0,4.444197
28.0,4.478849
28.0,4.480438
28.0,4.484669
28.0,4.458828
28.0,4.458156
28.0,4.452795
28.0,4.483105
28.0,4.432781
28.0,4.435077
28.0,4.416949
28.0,4.409796
28.0,4.428842
28.0,4.47576
28.0,4.487765
28.0,4.436039
28.0,4.487979
28.0,4.480759
28.0,4.403793
29.0,4.738548
29.0,4.775722
29.0,4.744187
29.0,4.739649
29.0,4.703606
29.0,4.72908
29.0,4.741692
29.0,4.765562
29.0,4.784793
29.0,4.823299
29.0,4.79508
29.0,4.745275
29.0,4.816278
29.0,4.778075
29.0,4.798065
29.0,4.758301
29.0,4.776848
29.0,4.812978
29.0,4.72262
29.0,4.78036
